Building_Use,Region,Threshold,Area_m2,Median_Radiation,Median_Radiation_X,Median_Radiation_Y
Apartment Block,UKE31,900,3810214.498547391,956.96,-1.468158349999403,53.57783164999303
Apartment Block,UKE32,900,14025704.634644803,950.43,-1.4850194668205532,53.34299815086452
Education,UKE31,900,1330194.260299034,957.76,-1.508719599133411,53.547682708461
Education,UKE32,900,1613591.4976768945,949.54,-1.4791690317051176,53.3449695285997
Health,UKE31,900,444964.80108276906,956.3,-1.3466537501486688,53.41134744991835
Health,UKE32,900,513871.4996368116,950.61,-1.455467003823983,53.408993467866985
Hotels and Restaurants,UKE31,900,1550146.1072629376,956.94,-1.4818070500042289,53.505859249993705
Hotels and Restaurants,UKE32,900,3408689.9126134915,950.56,-1.4365488897387626,53.348393880126906
Industrial,UKE31,900,10925877.710096586,956.64,-1.4788800361807293,53.500167812563596
Industrial,UKE32,900,10373198.482058873,950.65,-1.4403646208518013,53.39270429305677
Offices,UKE31,900,335034.4793352736,956.3,-1.5666768971088694,53.50731351747874
Offices,UKE32,900,583564.3298779947,949.43,-1.5063525835352825,53.380537733766495
Other non-residential buildings,UKE31,900,3995241.7851228723,956.71,-1.4994853090388236,53.52728918985208
Other non-residential buildings,UKE32,900,1870064.8270501876,950.24,-1.5040440165302884,53.36118386946827
Single family- Terraced houses,UKE31,900,13018285.60810656,956.66,-1.550691263096844,53.51266893471075
Single family- Terraced houses,UKE32,900,15133149.78857688,952.13,-1.4871250333853256,53.3328251998171
Sport,UKE31,900,138369.094024386,957.74,-1.4244320985714805,53.49449809768523
Sport,UKE32,900,266992.9766726086,949.75,-1.4706574315875636,53.36986704357448
Trade,UKE31,900,5826408.79414774,957.58,-1.4197166206831349,53.49418086785471
Trade,UKE32,900,6437145.996638729,949.75,-1.4941978193420211,53.34558898181729
