Building_Use,Region,Threshold,Area_m2,Median_Radiation,Median_Radiation_X,Median_Radiation_Y
Apartment Block,HU110,1200,88038291.544946,1276.77,19.11095199160425,47.53635329079515
Education,HU110,1200,6605332.242174089,1276.7,19.098156545769456,47.55802351817904
Health,HU110,1200,1502347.1866925287,1275.3,19.075118135121947,47.500291592727216
Hotels and Restaurants,HU110,1200,1451588.5727492296,1275.91,19.087857649992003,47.55003419999262
Industrial,HU110,1200,25741671.4243455,1279.33,19.152586324736614,47.49718378929059
Offices,HU110,1200,7942409.073545352,1275.67,19.08794652820759,47.54201516561043
Other non-residential buildings,HU110,1200,9030047.742058937,1277.34,19.11582134999678,47.49341184956436
Single family- Terraced houses,HU110,1100,157.04771744646132,1198.75,19.00594363704764,47.55755219850797
Single family- Terraced houses,HU110,1200,42330899.21808464,1282.51,19.141068136928638,47.43325647985465
Sport,HU110,1200,1128650.1093301675,1276.04,19.08972335024221,47.55348774987462
Trade,HU110,1200,10985997.63741399,1277.2,19.013274213160265,47.46505360260448
