Building_Use,Region,Threshold,Area_m2,Median_Radiation,Median_Radiation_X,Median_Radiation_Y
Apartment Block,PT1C1,1700,1200357.869465173,1776.79,-8.696516551210626,38.015182244057144
Apartment Block,PT1C1,1800,678345.4958900327,1801.08,-8.859669496734176,37.95435758428481
Apartment Block,PT1C2,1700,5037239.268934661,1789.45,-8.167390850040938,37.87686164998346
Apartment Block,PT1C2,1800,277795.91978825186,1807.12,-8.084256736242846,37.69628655093099
Apartment Block,PT1C3,1700,3382987.9066433385,1740.68,-7.649073778917221,39.5140960276514
Apartment Block,PT1C4,1700,4208182.381910228,1762.92,-7.909223042445466,38.57491017792874
Education,PT1C1,1700,82702.95365755493,1774.89,-8.403677827589792,37.65101664612067
Education,PT1C1,1800,31829.941308578476,1805.42,-8.706862789431945,37.513109887665124
Education,PT1C2,1700,249349.5330094453,1788.1599,-7.654514961477511,37.64386895216875
Education,PT1C2,1800,8764.297822592314,1812.11,-7.879723700000451,37.613321099978194
Education,PT1C3,1700,166353.51155376155,1741.05,-7.647433682001522,39.50951578816537
Education,PT1C4,1700,241588.35091994726,1763.33,-7.9028709660651835,38.574684097750385
Health,PT1C1,1700,33695.765299942344,1793.22,-8.732385105103223,38.040078521062284
Health,PT1C2,1700,38682.745228317566,1794.8,-7.868635348353891,38.01398085277211
Health,PT1C2,1800,1078.7342881578952,1813.97,-8.059484412083034,37.51479023821957
Health,PT1C3,1700,4368.997997105122,1782.84,-7.163003943560867,38.875401840074396
Health,PT1C4,1700,52776.71215825528,1763.52,-7.902691240705774,38.56957738713404
Hotels and Restaurants,PT1C1,1700,34204.9854902504,1782.77,-8.493468546807629,37.489341168711306
Hotels and Restaurants,PT1C1,1800,111643.44725417253,1804.95,-8.77718059999941,38.05770084999454
Hotels and Restaurants,PT1C2,1700,127025.20925807254,1789.205,-8.163584892057408,37.87956702135045
Hotels and Restaurants,PT1C2,1800,9793.10978175141,1813.26,-7.988059866448751,37.547683049777895
Hotels and Restaurants,PT1C3,1700,284626.6462289413,1770.11,-7.252429140322179,39.009962478020746
Hotels and Restaurants,PT1C4,1700,620909.8265566855,1775.65,-7.459278291071233,38.80602214935816
Industrial,PT1C1,1700,398613.98159633833,1773.96,-8.404198749949817,38.007034049790114
Industrial,PT1C1,1800,2757485.24686975,1806.22,-8.812534004102647,37.93548491402864
Industrial,PT1C2,1700,1194796.296376809,1789.7,-8.151462978188043,37.87920509155332
Industrial,PT1C2,1800,78605.06474995392,1814.11,-7.975128899528766,37.57063250352301
Industrial,PT1C3,1600,590.381367854774,1680.71,-7.708901450008033,39.59138829998567
Industrial,PT1C3,1700,1737533.6244529611,1735.4,-7.656563712371965,39.19335702395644
Industrial,PT1C4,1700,2715334.7775112577,1761.91,-7.916754816540999,38.54663117038547
Offices,PT1C1,1700,28527.351472354727,1774.42,-8.466169213962324,37.48340544657301
Offices,PT1C1,1800,13598.08481974504,1804.89,-8.786539015756762,38.05503777946668
Offices,PT1C2,1700,49668.36664276826,1786.495,-7.562779549982681,38.09831924999531
Offices,PT1C2,1800,107.45366823207587,1811.165,-8.061635850004711,37.548380099997075
Offices,PT1C3,1700,68932.11224399833,1737.86,-7.762563499992442,39.047768849973416
Offices,PT1C4,1700,68788.6767921783,1763.32,-7.9052069619853444,38.5708155070348
Other non-residential buildings,PT1C1,1700,1853765.063570233,1775.49,-8.667265195316737,37.92980296904199
Other non-residential buildings,PT1C1,1800,23995004.03431204,1812.58,-8.763942905229236,37.451656460053194
Other non-residential buildings,PT1C2,1700,2148924.817484535,1786.44,-8.268789503459494,37.73830287025549
Other non-residential buildings,PT1C2,1800,155787.70953167905,1806.02,-7.526816178499409,37.62384128644536
Other non-residential buildings,PT1C3,1600,720.9281248101033,1699.155,-7.95809096818655,39.493934338334626
Other non-residential buildings,PT1C3,1700,903818.4150135341,1740.665,-7.644431348587069,39.04728583634896
Other non-residential buildings,PT1C4,1700,1489203.5896891416,1757.825,-7.935278199994355,38.59100934998706
Single family- Terraced houses,PT1C1,1700,7971500.500744909,1775.46,-8.694817826203314,38.01177889420253
Single family- Terraced houses,PT1C1,1800,2445117.4929426815,1807.1,-8.717631722474469,37.505742694647665
Single family- Terraced houses,PT1C2,1700,11266350.401962243,1787.03,-7.553761599996747,37.8450440499912
Single family- Terraced houses,PT1C2,1800,2513377.352887027,1807.51,-7.795838115550004,37.66452025867505
Single family- Terraced houses,PT1C3,1600,20059.849126125802,1696.2051,-7.621910849994926,39.57736364999452
Single family- Terraced houses,PT1C3,1700,10983592.53680521,1737.23,-7.856878399991294,39.023246149989625
Single family- Terraced houses,PT1C4,1700,16201566.717989868,1761.2,-7.90932489998597,38.62421544997991
Sport,PT1C1,1700,1755.1557083185762,1774.13,-8.406222993682404,37.649153367821526
Sport,PT1C2,1700,43048.07596072578,1789.87,-7.596187859411502,37.93914632996383
Sport,PT1C3,1700,30075.17925507156,1769.88,-7.348609531584389,38.84484455154648
Sport,PT1C4,1700,22609.20546316495,1761.83,-7.917455950711615,38.56172311463333
Trade,PT1C1,1700,41025.63428500248,1777.18,-8.386788377823581,37.93791836986645
Trade,PT1C1,1800,178349.51218497474,1804.645,-8.787343054268925,38.05477030791423
Trade,PT1C2,1700,165410.3865414313,1793.7849,-8.226766803278887,37.65168513857763
Trade,PT1C2,1800,14136.60968182981,1807.015,-8.083697305447442,37.70648418410966
Trade,PT1C3,1700,106114.98160475772,1780.98,-7.198047619644374,38.87089104616965
Trade,PT1C4,1700,541776.5377992603,1762.09,-7.914821731015425,38.555728812683924
