Building_Use,Region,Threshold,Area_m2,Median_Radiation,Median_Radiation_X,Median_Radiation_Y
Apartment Block,CZ041,1000,2511944.734846863,1090.97,12.877517396592369,50.233676651306425
Apartment Block,CZ041,1100,548671.5470031868,1108.84,12.37404177332204,50.06851788901935
Apartment Block,CZ042,1000,3220498.2404807555,1082.59,13.808974476574523,50.6384328881983
Apartment Block,CZ042,1100,3920065.8419820555,1107.88,13.706363413447825,50.49915307918432
Education,CZ041,1000,166456.5092601293,1093.1799,12.738543369757561,50.24052245881335
Education,CZ041,1100,49520.08519465616,1108.565,12.372147954074366,50.06565985201743
Education,CZ042,1000,307248.2549429919,1081.43,14.07892498664869,50.668500488784034
Education,CZ042,1100,247078.57778340747,1109.165,14.047775432460243,50.514198526326204
Health,CZ041,1000,5066.254475504626,1093.84,12.704380645775794,49.96033567835405
Health,CZ041,1100,7374.7973897233605,1108.125,12.367030449082739,50.069906700535675
Health,CZ042,1000,71830.53986735735,1082.155,14.022359201622427,50.679189231897524
Health,CZ042,1100,42411.78531778627,1122.33,13.80999690316923,50.35059203681623
Hotels and Restaurants,CZ041,1000,246364.7241904951,1084.995,12.666808178278353,50.02386397379411
Hotels and Restaurants,CZ041,1100,83838.07138917176,1109.33,12.387372380548602,50.056736185046574
Hotels and Restaurants,CZ042,1000,265376.2828807235,1076.69,13.47303758599174,50.598661755136064
Hotels and Restaurants,CZ042,1100,151926.59678834688,1116.77,14.412838575753272,50.50860270768411
Industrial,CZ041,1000,2693521.7323519327,1093.27,12.699273978196269,49.965082214844855
Industrial,CZ041,1100,463483.64115312754,1110.18,12.386446709983396,50.066240583833995
Industrial,CZ042,900,343.13576122559607,991.56,14.237218460236999,50.79649476213879
Industrial,CZ042,1000,7096597.824992361,1081.82,14.086634421053716,50.665624799061945
Industrial,CZ042,1100,7017022.821459623,1115.17,13.32586176658804,50.130699649288815
Offices,CZ041,1000,2517985.5321386093,1091.72,12.82717701879801,50.218086872659136
Offices,CZ041,1100,603720.8889008365,1108.795,12.371413392833345,50.07670844785375
Offices,CZ042,900,1810.6550437454134,989.03,14.216129210004418,50.84307805727407
Offices,CZ042,1000,3882450.785625106,1080.625,14.060620545861804,50.59357102168746
Offices,CZ042,1100,3598708.769377212,1116.06,13.549037507126457,50.20564252860143
Other non-residential buildings,CZ041,1000,3773359.85961667,1091.775,12.236554337128972,50.13096568571368
Other non-residential buildings,CZ041,1100,1828249.4648240851,1109.87,12.383956081215649,50.06586591277229
Other non-residential buildings,CZ042,900,810.3152877495158,993.96,14.23568809086994,50.872927381409404
Other non-residential buildings,CZ042,1000,6158059.042406139,1080.53,13.853921595750919,50.660401031088234
Other non-residential buildings,CZ042,1100,6955575.873962254,1118.13,13.494604640690497,50.23928844495277
Single family- Terraced houses,CZ041,1000,7656807.077240215,1089.315,12.70121486966095,49.96599207343977
Single family- Terraced houses,CZ041,1100,2993841.576741901,1108.78,13.018401719355612,50.009382082207665
Single family- Terraced houses,CZ042,900,19412.570912713185,989.86,14.054053341089316,50.62388576165748
Single family- Terraced houses,CZ042,1000,17396908.50765121,1078.11,13.555559436670874,50.569391456405
Single family- Terraced houses,CZ042,1100,15227422.991618598,1119.01,13.300039605327902,50.16655381186287
Sport,CZ041,1000,16897.195518084336,1088.765,12.845846945518222,50.22484197856191
Sport,CZ041,1100,1118.7980044409633,1105.215,12.35531579281664,50.07891389539313
Sport,CZ042,1000,16821.534641979262,1095.345,13.182242592616646,50.38959779954572
Sport,CZ042,1100,12946.956864073873,1101.77,13.429038649335665,50.467432439971844
Trade,CZ041,1000,760920.6791704851,1093.2,12.696442629373818,49.96455881313877
Trade,CZ041,1100,246535.82775263896,1108.26,12.369559863777008,50.07083424497972
Trade,CZ042,900,714.6811719741672,983.115,14.237979835402905,50.878308329608736
Trade,CZ042,1000,1409350.7278660913,1081.82,13.80845972240897,50.64042530544439
Trade,CZ042,1100,856766.0919190055,1110.52,13.34333400509329,50.38877226968553
