Building_Use,Region,Threshold,Area_m2,Median_Radiation,Median_Radiation_X,Median_Radiation_Y
Apartment Block,UKN06,800,439665.7960834806,899.48,-5.967175357520549,54.58868831755764
Apartment Block,UKN06,900,8319954.768270781,902.56,-5.899151217695011,54.56683414616396
Apartment Block,UKN07,800,111169.53241268499,896.315,-6.662031578887375,54.34826910160471
Apartment Block,UKN07,900,628031.7770075519,902.47,-6.334392566678004,54.453007500082826
Apartment Block,UKN08,800,335.73342215269804,899.1,-6.187197450014671,54.105385049989756
Apartment Block,UKN08,900,686281.0021530285,913.12,-6.336638708464722,54.17703686497434
Apartment Block,UKN09,800,118234.27769873303,899.38,-5.84087092538374,54.632597764714625
Apartment Block,UKN09,900,684870.2928871621,920.87,-5.661483541596069,54.66298367877163
Apartment Block,UKN0A,800,349679.36822146573,867.25,-7.32442486913161,54.99832690140007
Apartment Block,UKN0B,800,569801.8801680643,887.33,-6.741909249996743,54.637242299988834
Apartment Block,UKN0C,800,384934.0520140395,888.77,-6.653812056815564,55.20743196312769
Apartment Block,UKN0C,900,9714.463183340267,905.78,-6.252679449993732,55.20185009998568
Apartment Block,UKN0D,800,30186.362975666765,896.7,-6.216688180464242,54.713110748364876
Apartment Block,UKN0D,900,101114.59410989983,905.79,-5.9169263751097665,54.661844182569176
Apartment Block,UKN0E,800,20885.857382209506,899.885,-6.014813370387628,54.54322358137135
Apartment Block,UKN0E,900,444479.799797714,903.37,-6.034163177028311,54.514575118804814
Apartment Block,UKN0F,800,483038.0668569652,885.41,-6.269476800009701,54.85815424999283
Apartment Block,UKN0F,900,73333.10357782431,907.25,-5.8283132151033445,54.72539784296192
Apartment Block,UKN0G,800,306920.7086649554,871.14,-7.304676923722484,54.59881114698204
Education,UKN06,800,322581.0688228202,899.055,-6.017011396380541,54.55206931772992
Education,UKN06,900,1492424.1505997716,902.48,-5.9249769704794435,54.57531260982131
Education,UKN07,800,212784.65975129837,896.07,-6.655611999988941,54.34647369998811
Education,UKN07,900,365558.43779697083,905.81,-6.388583398382697,54.39947735636589
Education,UKN08,800,4859.417337427847,895.56,-6.624393849990733,54.17813079999157
Education,UKN08,900,489278.02762221685,914.69,-6.328382895816429,54.18802876494471
Education,UKN09,800,41052.20478646923,899.36,-5.836208055041421,54.63524265364785
Education,UKN09,900,294244.04454082646,934.685,-5.666879899997039,54.59545909997934
Education,UKN0A,800,530104.2888762713,868.7,-7.461183108199699,54.83243620446673
Education,UKN0B,800,408043.6608295201,887.09,-6.7421540441389585,54.64143341375174
Education,UKN0C,800,395996.7386138132,887.93,-6.5208939177272205,55.06692584973298
Education,UKN0C,900,50943.25475041289,906.08,-6.2542964000315315,55.20323116519412
Education,UKN0D,800,83796.58276414871,896.96497,-6.2125851770994185,54.72190830981257
