Building_Use,Region,Threshold,Area_m2,Median_Radiation,Median_Radiation_X,Median_Radiation_Y
Apartment Block,ES630,1700,3189239.3073286163,1725.965,-5.327379321982275,35.88430180019315
Education,ES630,1700,87880.2169383401,1729.87,-5.323446067718195,35.88735769170511
Health,ES630,1700,71547.21416924894,1709.14,-5.34191785108149,35.880289802923144
Hotels and Restaurants,ES630,1700,10839.58318644762,1725.95,-5.334071699845718,35.89270964970229
Industrial,ES630,1600,223.07930625788867,1698.39,-5.375005133077972,35.91568493465573
Industrial,ES630,1700,48700.22974872915,1723.51,-5.338819445209582,35.89464777863576
Offices,ES630,1700,48841.66066561453,1735.7251,-5.320602149974906,35.89163379994237
Other non-residential buildings,ES630,1600,31968.485038122162,1695.09,-5.357347700053872,35.87903994998341
Other non-residential buildings,ES630,1700,450490.0350191863,1729.46,-5.326961054587642,35.88772133105726
Single family- Terraced houses,ES630,1600,10483.227342154132,1685.5,-5.380696666606339,35.911828089592646
Single family- Terraced houses,ES630,1700,128311.90811079543,1718.05,-5.343864339132885,35.89144655535987
Trade,ES630,1700,62846.50780491531,1721.8301,-5.312525710679113,35.88940471716951
