Building_Use,Region,Threshold,Area_m2,Median_Radiation,Median_Radiation_X,Median_Radiation_Y
Apartment Block,ES300,1600,2038370.0220371464,1683.82,-4.141139684347649,40.59628129729949
Apartment Block,ES300,1700,251559957.9476583,1745.07,-3.7068055995211004,40.37949444198378
Education,ES300,1500,1391.6358716692775,1591.285,-4.071809917469067,40.765486066169025
Education,ES300,1600,112134.69358539779,1682.27,-4.126062557302969,40.60241126065488
Education,ES300,1700,12732605.281963151,1749.08,-3.519707606606817,40.504654946093815
Health,ES300,1500,5240.761139389593,1591.625,-4.075478006405565,40.759840794546925
Health,ES300,1600,13338.522484806716,1673.72,-4.086387938358363,40.669522736494955
Health,ES300,1700,3671861.1115209023,1744.15,-3.7100744429007997,40.38135104653313
Hotels and Restaurants,ES300,1500,4892.400734174997,1567.42,-4.002374796928212,40.78572794074992
Hotels and Restaurants,ES300,1600,304647.6783883909,1680.755,-4.14575504543561,40.597124567637
Hotels and Restaurants,ES300,1700,8948776.005482987,1748.28,-3.902850858968534,40.40532507341139
Industrial,ES300,1500,138.4813078821171,1553.3,-3.475406782059915,40.90969443219868
Industrial,ES300,1600,353238.04928073334,1682.885,-4.128807967231869,40.601327299317916
Industrial,ES300,1700,87237772.10351245,1756.09,-3.5380638829249578,40.34487741003723
Offices,ES300,1500,1406.6843899744563,1586.615,-3.5813724574272077,41.13433948131403
Offices,ES300,1600,273116.4590041486,1684.345,-4.138999779580301,40.595999522496335
Offices,ES300,1700,19534333.048210144,1740.655,-3.700818698967879,40.403234006538355
Other non-residential buildings,ES300,1500,12477.606956691714,1586.55,-3.801779404380948,40.9690861263353
Other non-residential buildings,ES300,1600,491052.6210067078,1676.66,-4.153780933327668,40.594474978063545
Other non-residential buildings,ES300,1700,25943868.078481257,1747.89,-3.7498449606468895,40.37932667969596
Single family- Terraced houses,ES300,1500,76659.67081867601,1587.7849,-3.5950309702392693,41.14854588059157
Single family- Terraced houses,ES300,1600,4913200.128773285,1675.43,-4.083975443271495,40.66912005500172
Single family- Terraced houses,ES300,1700,42109543.13576057,1745.27,-3.8072778183187763,40.41674953367427
Sport,ES300,1600,20001.788593579433,1678.4199,-4.10289255097857,40.6277189368268
Sport,ES300,1700,2344806.9561316264,1745.63,-3.882077008275509,40.47567601669021
Trade,ES300,1500,2008.6122043491341,1579.3049,-4.001999646158616,40.788047704334275
Trade,ES300,1600,136292.22232983698,1685.14,-4.146925286888083,40.59095097989466
Trade,ES300,1700,28121042.422705874,1747.93,-3.62687095629894,40.43614809621922
