Building_Use,Region,Threshold,Area_m2,Median_Radiation,Median_Radiation_X,Median_Radiation_Y
Apartment Block,NL230,1000,3492679.8326234906,1063.54,5.274334678991367,52.36893470209239
Education,NL230,1000,716662.4424251197,1062.52,5.287167477033543,52.35962037698781
Health,NL230,1000,74945.50987003249,1064.02,5.248877512942699,52.38181624754208
Hotels and Restaurants,NL230,1000,82903.26027196625,1048.995,5.52952594179458,52.35478948764528
Industrial,NL230,1000,14789315.414907949,1061.62,5.312453384641511,52.34910872346266
Offices,NL230,1000,304054.7228983004,1064.34,5.420416017849678,52.503199663215824
Other non-residential buildings,NL230,1000,14896176.510711245,1060.1,5.3078113054756635,52.344201000607356
Single family- Terraced houses,NL230,1000,28720260.920432664,1062.77,5.307680365619446,52.355206473482056
Sport,NL230,1000,40622.92680160218,1064.23,5.2777426245612915,52.39317337881405
Trade,NL230,1000,3851498.0373536847,1064.0,5.41905316250388,52.50028455807315
