Building_Use,Region,Threshold,Area_m2,Median_Radiation,Median_Radiation_X,Median_Radiation_Y
Apartment Block,UKC21,800,13177.63179183472,894.72,-2.461851981265686,54.970827229186845
Apartment Block,UKC21,900,552500.4579283798,945.76,-1.5017218999939774,55.11480284999423
Apartment Block,UKC22,900,11874243.593399053,934.07,-1.5770466999892936,54.938697249989886
Apartment Block,UKC23,900,933624.2530848798,953.13,-1.4251201481188889,54.87398200414549
Education,UKC21,800,4141.298906754702,894.51,-2.4659176597958816,54.971972601272505
Education,UKC21,900,465113.4193937831,939.95,-1.6730271822197396,55.109421956001924
Education,UKC22,900,3018170.862363317,935.115,-1.5580719399937828,54.93145082706433
Education,UKC23,900,832779.1694291448,953.02,-1.426080200174851,54.87244989990881
Health,UKC21,900,121519.74152532942,939.325,-1.6836086922029432,55.17165429471846
Health,UKC22,900,646087.3728976808,934.09,-1.5819650092119495,54.939078620305665
Health,UKC23,900,142473.42835531384,955.57,-1.4072490006379246,54.90136584993287
Hotels and Restaurants,UKC21,800,31778.85119321366,894.49,-2.4595334258704216,54.97178287579655
Hotels and Restaurants,UKC21,900,1648853.7749720826,950.44,-1.5300129599363983,55.102656780230156
Hotels and Restaurants,UKC22,900,5744872.638519932,936.56,-1.5815896753173861,54.984021813015424
Hotels and Restaurants,UKC23,900,988208.7403902645,942.76,-1.466723088936389,54.84587831725836
Industrial,UKC21,800,59489.40592572163,895.6,-2.4736639775664875,54.96594700414155
Industrial,UKC21,900,3550901.6477401825,943.96,-1.5089612867372255,55.187216435263714
Industrial,UKC22,900,8891168.335340755,935.82,-1.5639209901757396,54.892346067809996
Industrial,UKC23,900,3642199.671850778,948.115,-1.4632313212642463,54.914544789697445
Offices,UKC21,800,2560.447058919817,893.695,-2.5036479470530852,54.87897853497334
Offices,UKC21,900,92143.20371277991,938.76,-1.6890469118211102,55.40253731717872
Offices,UKC22,900,769589.6715392347,934.425,-1.5960895767343886,54.97355061046492
Offices,UKC23,900,91690.07225802285,954.785,-1.395539853889574,54.93588281280738
Other non-residential buildings,UKC21,800,203819.26853482833,892.0,-2.5120229502061484,54.97751384985502
Other non-residential buildings,UKC21,900,4245562.055031589,934.76,-1.7798590498682387,55.10538899982231
Other non-residential buildings,UKC22,900,3213242.0022311383,941.955,-1.514673178635108,54.96347316252642
Other non-residential buildings,UKC23,900,1765387.7764348239,947.87,-1.4468769770638517,54.86063682663501
Single family- Terraced houses,UKC21,800,475953.3090027881,893.93,-2.5166294650087693,54.96732189921513
Single family- Terraced houses,UKC21,900,17743459.35193607,945.27,-1.5994293000016813,55.08423099998737
Single family- Terraced houses,UKC22,900,30060082.989077874,938.63,-1.5256206157909709,54.94355834785564
Single family- Terraced houses,UKC23,900,4947933.592394004,944.16,-1.4545469999986465,54.812189049990025
Sport,UKC21,900,1850.931771419011,927.56,-1.8805312937464334,55.03580516209003
Sport,UKC22,900,255590.52327834303,934.66,-1.5791274108654874,54.96026254483787
Sport,UKC23,900,91570.37791006081,949.57,-1.455136376242944,54.820690568499344
Trade,UKC21,800,46119.62230125489,895.01,-2.460188844407219,54.97013141796878
Trade,UKC21,900,1763092.7173622283,938.44,-1.6872265173238314,55.1672470550672
Trade,UKC22,900,8929387.049125906,936.74,-1.5619737158899463,54.97413981484403
Trade,UKC23,900,2788321.773903589,951.345,-1.4296392001672427,54.85913169994497
