Building_Use,Region,Threshold,Area_m2,Median_Radiation,Median_Radiation_X,Median_Radiation_Y
Apartment Block,FRE11,1000,129032034.55426048,1086.97,3.518487870262468,50.360206517071376
Apartment Block,FRE11,1100,45672305.26925814,1109.24,3.9360567325989,50.12759998459801
Apartment Block,FRE12,1000,3158203.1062197867,1098.28,3.0154068961857283,50.4152302235655
Apartment Block,FRE12,1100,46062099.26895731,1109.21,2.766417487025927,50.41269374739501
Education,FRE11,1000,4083281.766579261,1087.37,3.2403149408722642,50.676173225313036
Education,FRE11,1100,1418139.0058450245,1110.3301,2.515032252821416,51.07125480128937
Education,FRE12,1000,94168.2783609074,1097.96,3.0144529981755377,50.41732871610064
Education,FRE12,1100,2373506.329004473,1111.06,2.794819642620678,50.283978670466375
Health,FRE11,1000,1481054.1842306163,1088.8,3.0230823852373505,50.61785834576823
Health,FRE11,1100,459928.44564210036,1110.895,2.4002389860989553,51.03805771443853
Health,FRE12,1100,679989.3766776063,1108.5,2.1178818455767234,50.22867179588441
Hotels and Restaurants,FRE11,1000,764306.7144350901,1086.62,3.0883815129942613,50.67481397063473
Hotels and Restaurants,FRE11,1100,127039.57359088396,1106.45,2.517025199925011,50.7266957499906
Hotels and Restaurants,FRE12,1000,8501.847427462228,1098.67,2.9967978468950713,50.41745339505233
Hotels and Restaurants,FRE12,1100,241517.231735524,1136.94,1.6593091594169205,50.88182079120871
Industrial,FRE11,1000,37083841.045314975,1093.34,3.8026509533898993,50.19832048007461
Industrial,FRE11,1100,32422784.285272934,1112.16,3.4838325965074315,50.220840956814335
Industrial,FRE12,1000,2524770.0081257476,1098.13,2.9845860209758506,50.42879340735708
Industrial,FRE12,1100,31872957.246601045,1108.41,2.8312864407378457,50.39336363164323
Offices,FRE11,1000,3384561.7629959034,1087.945,3.541320065496337,50.361572236065705
Offices,FRE11,1100,792664.3573806179,1109.78,3.9331043296960413,50.120748626446414
Offices,FRE12,1000,41846.85461664293,1098.5449,2.9622499082309877,50.4922882060731
Offices,FRE12,1100,1807581.9733965772,1111.6,2.770040898286069,50.29309617979515
Other non-residential buildings,FRE11,1000,16381588.734111063,1089.59,3.537249040908807,50.34881688795818
Other non-residential buildings,FRE11,1100,5998526.4955749065,1108.5,3.7358096810762587,50.06220748648291
Other non-residential buildings,FRE12,1000,2085358.6607286576,1099.02,2.9605768003407116,50.4977832473124
Other non-residential buildings,FRE12,1100,6657869.492913565,1111.4,2.784254889475711,50.27301341529421
Single family- Terraced houses,FRE11,1000,57162039.14548341,1094.62,4.111078970082334,49.98665017937316
Single family- Terraced houses,FRE11,1100,66186451.64317906,1108.14,4.005876161028769,49.995595872621976
Single family- Terraced houses,FRE12,1000,6104372.50369677,1098.07,3.0183087709806036,50.414604629223966
Single family- Terraced houses,FRE12,1100,101180393.90214328,1108.87,3.0485258620868114,50.33155080459278
Sport,FRE11,1000,454745.71611499495,1089.46,3.0294545074800974,50.655698176881415
Sport,FRE11,1100,67036.70408563619,1110.5,3.3783277500374687,50.25393171440703
Sport,FRE12,1000,3180.247735619545,1098.3,3.0134745663823264,50.41515035112227
Sport,FRE12,1100,546995.0030845031,1110.1,1.9449235670881098,50.782355811901
Trade,FRE11,1000,14421692.275130697,1089.7,3.4246065378295394,50.3776343560894
Trade,FRE11,1100,5426790.907220237,1107.16,4.007124577199914,50.2608745542361
Trade,FRE12,1000,222912.0832164401,1099.38,2.941852097108409,50.47371214094384
Trade,FRE12,1100,8187350.334298559,1108.89,2.7805825865154414,50.423366941201564
