Building_Use,Region,Threshold,Area_m2,Median_Radiation,Median_Radiation_X,Median_Radiation_Y
Apartment Block,CZ010,1000,13315.708777483553,1097.73,14.46063270417052,50.09333410681048
Apartment Block,CZ010,1100,57230341.64078604,1126.39,14.462304427258282,50.00484368341518
Education,CZ010,1100,2857957.91680927,1127.85,14.504657507180639,50.034208252394315
Health,CZ010,1100,580830.6726290635,1126.3,14.47761198695784,50.075746587471144
Hotels and Restaurants,CZ010,1000,132.7540696784854,1081.37,14.395467951032057,49.94864776049055
Hotels and Restaurants,CZ010,1100,1180444.7217257544,1126.55,14.390532656906391,50.07995277622622
Industrial,CZ010,1000,47201.75895954808,1095.1,14.378356001379425,49.996391455398296
Industrial,CZ010,1100,12740171.914779786,1129.46,14.330729907061057,50.0685727025317
Offices,CZ010,1000,3344.7792277443223,1095.14,14.461133471721766,50.09245025534031
Offices,CZ010,1100,15817256.295700844,1126.975,14.492742007118238,50.065018782117775
Other non-residential buildings,CZ010,1000,10513.993381055072,1096.48,14.380338207680516,49.99823088560797
Other non-residential buildings,CZ010,1100,12250252.060847098,1128.88,14.519621546395927,50.06698255295214
Single family- Terraced houses,CZ010,1000,5347.789546231506,1086.765,14.392617904275012,49.94653422341805
Single family- Terraced houses,CZ010,1100,16586256.474467188,1131.51,14.516320914377065,50.00059218255548
Sport,CZ010,1100,719283.1194430784,1127.21,14.410861640020011,50.110686850842946
Trade,CZ010,1000,307.3202116265893,1090.27,14.34354740177402,49.993056332292745
Trade,CZ010,1100,11154947.520586902,1127.04,14.467824193162503,50.00165540517972
