Building_Use,Region,Threshold,Area_m2,Median_Radiation,Median_Radiation_X,Median_Radiation_Y
Apartment Block,DEC01,1100,23733464.967424583,1139.26,7.04376641193221,49.22629802106158
Apartment Block,DEC02,1000,12050.670750770718,1097.02,6.604448050017638,49.513711999993134
Apartment Block,DEC02,1100,2595368.083000108,1130.28,6.641693129599797,49.444801160840456
Apartment Block,DEC03,1100,6912907.911818385,1138.03,7.105693060999463,49.35761598550273
Apartment Block,DEC04,1100,11588085.799664062,1141.57,6.760888993258822,49.323903269449865
Apartment Block,DEC05,1100,8698950.616754007,1136.62,7.158502149990215,49.27741304998515
Apartment Block,DEC06,1100,1936988.7032162435,1138.01,7.178289402010744,49.46306564934578
Education,DEC01,1100,1075166.4082798115,1138.235,7.001523132263606,49.22589403069126
Education,DEC02,1100,80611.4250702504,1125.755,6.606677549713949,49.47668771789827
Education,DEC03,1100,103230.1482182478,1139.8301,7.208137331719083,49.407723736566204
Education,DEC04,1100,190518.37124270666,1140.5,6.9085884861522695,49.41324788426187
Education,DEC05,1100,278461.61084335484,1138.47,7.2729661910797025,49.31232786722405
Education,DEC06,1100,46326.63955472177,1135.155,7.055307982059784,49.450322720877026
Health,DEC01,1100,196950.63390617957,1138.0,6.994773935348738,49.22083891600114
Health,DEC02,1100,58841.50967351813,1120.83,6.739837774261454,49.50879718143896
Health,DEC03,1100,36817.545710744336,1136.52,7.227908638653969,49.31705443264737
Health,DEC04,1100,74748.61320449319,1143.28,6.7573638793232975,49.315176151342634
Health,DEC05,1100,179040.54405900044,1140.05,7.348652156532905,49.30401696017916
Health,DEC06,1100,15086.212663809536,1140.18,7.17847672371702,49.45402680778927
Hotels and Restaurants,DEC01,1100,223021.69894642138,1140.43,6.847793409459539,49.26091589961764
Hotels and Restaurants,DEC02,1000,57.665047420188785,1095.79,6.870340541811073,49.59214187737995
Hotels and Restaurants,DEC02,1100,24527.838161753607,1122.53,6.889989228540025,49.52835607662774
Hotels and Restaurants,DEC03,1100,6249.098798480933,1140.78,7.145114844343347,49.372433044463804
Hotels and Restaurants,DEC04,1100,26229.589194701053,1144.17,6.666780083952134,49.3600516556626
Hotels and Restaurants,DEC05,1100,26733.277039753273,1135.41,7.103018900005059,49.27585399998968
Hotels and Restaurants,DEC06,1100,28846.693936573225,1123.43,7.071242349994901,49.57175019999347
Industrial,DEC01,1100,8266014.183261201,1141.18,6.873782941632463,49.24405238846913
Industrial,DEC02,1100,2088214.1724138595,1126.39,6.905055300014251,49.52322419998321
Industrial,DEC03,1100,2753514.8734997064,1137.005,7.171871128662766,49.356352747271714
Industrial,DEC04,1100,8746232.840568442,1138.63,6.871897916857105,49.3359887036811
Industrial,DEC05,1100,6490666.222300114,1137.04,7.158112373378875,49.275103756091326
Industrial,DEC06,1100,1458539.509091744,1130.07,6.983210211191507,49.48632475122298
Offices,DEC01,1000,49.28429511759896,1089.48,7.056302114078186,49.237380505590565
Offices,DEC01,1100,1356454.5107702627,1138.685,6.9920050835228675,49.22384062663992
Offices,DEC02,1000,535.721325302613,1083.04,6.580798952941168,49.49057979199941
Offices,DEC02,1100,35514.7049728937,1126.785,6.628873450012263,49.45612804998547
Offices,DEC03,1100,46701.354881148785,1137.705,7.169731627115947,49.309690332482695
Offices,DEC04,1100,89768.57571892277,1140.73,6.9107104110341515,49.40786487616459
Offices,DEC05,1100,120270.65541464684,1135.93,7.111454752036124,49.27269656655941
Offices,DEC06,1100,41094.726426565554,1134.5,7.003591499996042,49.476696149991795
Other non-residential buildings,DEC01,1000,1945.0282893014373,1094.86,7.05393687257467,49.236257822786484
Other non-residential buildings,DEC01,1100,3326381.7878182135,1139.14,7.051322696194345,49.186469188546404
Other non-residential buildings,DEC02,1000,389.5151099897921,1098.615,6.6413770461674195,49.4575066364245
Other non-residential buildings,DEC02,1100,366047.1260105689,1126.3,6.904361608663136,49.525988864362446
Other non-residential buildings,DEC03,1100,1188312.575217425,1137.66,7.174692784734679,49.333922240793854
Other non-residential buildings,DEC04,1100,1286451.1645871357,1140.59,6.909119549997008,49.40904709999266
Other non-residential buildings,DEC05,1100,889363.6580794051,1138.07,7.227944768267349,49.286540502595734
Other non-residential buildings,DEC06,1100,874301.2014301361,1133.65,7.2702259509064,49.51020165433041
Single family- Terraced houses,DEC01,1000,32982.801964242826,1093.14,7.0547477770887514,49.23516341783636
Single family- Terraced houses,DEC01,1100,11898059.662554365,1141.74,7.082698073090844,49.21282972538555
Single family- Terraced houses,DEC02,1000,81265.16817312205,1092.46,6.610829132108277,49.51259463052548
Single family- Terraced houses,DEC02,1100,9242357.06571999,1126.33,6.714641748501368,49.40673882427763
Single family- Terraced houses,DEC03,1100,8340379.80933965,1139.93,7.0854241666845645,49.36445635069304
Single family- Terraced houses,DEC04,1000,147.77880297601223,1095.81,6.700688800019022,49.34544604998512
Single family- Terraced houses,DEC04,1100,12468063.339389067,1140.15,6.7965342582766075,49.24344542008672
Single family- Terraced houses,DEC05,1100,9219649.011644995,1138.36,7.233071059835072,49.23764086445569
Single family- Terraced houses,DEC06,1000,5333.457282846561,1096.905,6.973681321033372,49.606574082257794
Single family- Terraced houses,DEC06,1100,7349195.247445607,1130.79,7.0770728096130755,49.5105639681262
Sport,DEC01,1100,187930.90818740544,1138.715,6.981054469252033,49.231299675447765
Sport,DEC02,1100,15584.580520962365,1134.26,6.788466000006044,49.438588699837965
Sport,DEC03,1100,10766.512440430932,1135.965,7.122355843898303,49.318412368328225
Sport,DEC04,1100,21385.245667647105,1140.37,6.707629967147826,49.360260015755465
Sport,DEC05,1100,14316.692147004418,1138.79,7.165006549944864,49.263305399881666
Sport,DEC06,1100,1792.5619096793234,1130.53,7.248595518149007,49.46897638346414
Trade,DEC01,1100,8499917.215601731,1139.53,6.9663571347065565,49.23847470747359
Trade,DEC02,1100,1155894.2881925693,1125.91,6.80230770003753,49.50479909987295
Trade,DEC03,1100,1297104.6146737111,1137.23,7.102697087626714,49.34791753494064
Trade,DEC04,1100,3664943.505043011,1141.85,6.692523824344016,49.367331361322066
Trade,DEC05,1100,2522014.050587921,1137.53,7.267850006824134,49.3020475837403
Trade,DEC06,1000,203.11842165514827,1094.44,6.980480704379848,49.61347923312745
Trade,DEC06,1100,998835.7172364589,1138.31,7.114280676025703,49.47915766873954
